customer_id,customer_name,elite_level_code
8739222485,Robert Jennings,1
8052428648,Lynn Coleman,3
1910666293,Randy Blake,
7491005237,James Garcia,4
1543994789,Thomas Schwartz,
5819169102,Joseph Mccall,
442456153,Nicholas Hernandez,1
1061413710,Frank Lara,1
5716263994,Brianna Warner,
2382127730,Anthony Johnson,5
5285026154,Michelle Mckenzie,
9022208562,Devon Fry,0
7235426235,Jennifer Turner,1
6356822467,Christopher Obrien,1
6803895670,Courtney Bradford DDS,
8788348493,Erica Moran,
3625096281,Matthew Lewis,1
776954990,David Morgan,3
5364157577,Mark Howard,1
8852706278,Valerie Moore,0
7956523651,David Cabrera,
6962216892,Nicholas Phillips,1
3373202949,Andre Clayton,0
483999077,Tina Mitchell,
2495632616,Jessica Navarro,2
7997053317,Stephanie Holmes,1
8519992607,Joshua Becker,
8945517946,Melody Torres,
8414615336,Shane Frank MD,1
5842984850,Kimberly Cardenas,1
7935606590,Jeremy Doyle,
5299063402,Tina White,
7767430833,Kaitlyn Rose,3
8854708965,Sean Maxwell,0
769228414,Anna Meadows,2
4827275661,Susan Vega,0
365076524,Ralph Carpenter,2
1153202775,Gwendolyn Bowman,
5030908011,Cynthia Johnston,
973417432,Jeffrey Mason,
5169855982,Craig Taylor,1
3380579808,Mr. Stephen Stout,0
1578324691,Jimmy Duncan,
6742285475,Marcus Weiss,1
566852297,Tracy Maynard,1
3265293335,Matthew Fernandez,
9090106944,Amy Smith,1
1090885574,Joanna Raymond DDS,
2100600618,Natasha Avila,
9331914239,Nathaniel Dean,
3878777416,Stephanie Powell,
8976229495,Carrie Ortiz,
5154074046,Matthew Smith,
8805191385,Sandra Lopez,1
4422830516,Molly Taylor,
9879277162,Timothy Webb,1
8024892295,Bradley Jones,0
6223747949,James Ellis,
8798729337,Sabrina Harper,1
4449122129,Erica Knapp,1
2316212320,Joseph Lopez,0
3654551536,Arthur Ortiz,0
4690528883,Anthony Willis,2
2695367888,Stephanie Weber,
8779011948,Audrey Baldwin,
7197412877,Deborah Smith,
5752119792,Rachel Brooks,1
6202220354,Valerie Mcclure,1
5780020082,Melissa Valencia,2
7357011501,Jeremy Ellis,
4846133195,Tyler Porter,2
9831349960,Lauren Harrison,
8015461432,Veronica Sherman,1
9685109143,Eric Keller,0
7936270758,Robert Chandler,4
1791967062,Karen Arias,
9419034021,Dr. Spencer Lamb,1
7721478829,Jennifer Gordon,0
2364281875,Shane Norris,
4264583086,Stacy Harrington,2
5640410664,Ronald Martin II,5
9496198976,Mark Chapman,
6112449064,Mrs. Karen Watkins DDS,1
2372809210,Michael Harrison,
7109698000,Justin Terrell,1
192454616,Valerie Myers PhD,1
3822605757,Kyle Brown,0
2620934043,Elizabeth Rodriguez,0
8503960231,Veronica Johnson,0
5714794330,Misty Mcdonald,
8438053011,Zachary Schneider,
6592359061,Shannon Lynch,0
6852231856,Mark Lin,0
7009960884,Miranda Christian,0
3686789554,John Fitzgerald,
8285502434,Lisa Barron,2
4734563985,Christine Gonzalez,0
8658062112,Mark Williams,4
8874570600,Kristen Huynh,
4978456689,Cathy Hull,
3709682289,Blake Reyes DDS,
746131922,Sean Pena,
5691924938,Steven Lam,3
6997712863,John Evans,
7183016734,Luke Frazier MD,3
3631041572,Jonathon Brown,
5987952227,Anita Burton,0
6739474888,Michelle Allen,0
7425122339,David Hernandez,0
2267089305,Amy Brown,
61335474,Patrick Brown,0
2159796464,George Rollins,
50419257,Joshua Robinson,1
3333907587,Ronald Fry,1
6068162801,Curtis Zimmerman,
8067712723,Erin Thomas,
417380283,Erica Nelson,1
2599509048,David Davis,
2304021724,Jordan Chung,3
8799696318,Patrick Collins,
3492647845,Lauren Patterson,0
1393332853,Michelle Flores,
4510682657,Melissa Jackson,1
5611611200,Jamie Trevino,0
3192136130,Maria Sanchez,5
2351441133,Justin Perez,0
2965324370,Timothy Walker,2
6786561302,Michelle Hess,1
8875987179,John Arias,1
8129962963,Patricia Smith,0
8890124855,Brandon Ray,0
4429428272,Caroline Moore,
6943735734,Jose Washington,
7022988612,Hunter Jones,
4710920600,Haley Gray,
8734637063,Louis Mitchell,3
3323957378,Hunter Phillips,0
4546091894,Michelle Campos,
970667145,Daryl Smith DDS,1
3848330921,Erik Barry,2
2327424411,Maria Jenkins,1
6336386628,Sara Willis,1
9147327854,Regina Hoffman,
5198909903,Lisa Kelley,3
8217857870,Robin Gomez MD,
7422781389,Melanie Young,2
2421136117,Meghan Anderson,
7445446539,James Wall,5
1396993566,Elaine Fitzgerald,
9763954675,Eric Golden,
23558336,Nicholas Wilson,3
8207630780,Kelly White,
8765018357,Sarah White,
438579708,Michael Zhang,
293791060,April Sanchez,5
3327900157,Tammie Ford,2
902517085,Heather Wilkinson,
9790771126,Victoria Hurst,0
4489285447,Tara James,0
2771225033,Tiffany Collins,1
5623916848,Christopher Gonzalez,2
8342219493,Julie Mcdaniel,
3434490680,Ryan Richards,1
6064250863,Melinda Mullen,1
746075716,Andrew Brown,1
7719639569,Mark Miller,1
7090179978,Bianca Erickson,0
1947105746,Jill Boyd,
7427714747,Lori White,1
8956506260,Amber Smith,1
3035463160,Christina Clark,
4366983857,Joel Contreras,0
5152007716,Kimberly Wade,0
9972994203,Scott Moreno,0
4892588743,Katie Nichols,0
6724003784,Christy Moore,2
7979762110,Gina Watts,
8673795115,Christopher Payne,3
9691726693,Elaine Duncan,1
6266541072,Rachel Mccall,
2408723814,Kaylee Baker,
983963146,Leonard Wang,0
1969259442,Jeffrey Fisher,
2700426472,Mr. Eric Scott,0
8388032645,Anthony Warren,4
7140456445,James Chen,0
8983834708,Christopher Benjamin,
5898857617,Tara Neal,1
6782983792,Martha Copeland,
5984125089,Joe Oliver,3
2905644440,Darren Thompson DDS,1
1840316163,Gary Sullivan,2
8133918971,Brenda Perry,0
1900453305,Stephanie Whitehead,3
1069813220,Raymond James,
8738811421,Vanessa Sanchez,2
4342557708,Timothy Campbell,
8879961949,James Rogers,
1747608571,David Fowler,1
2568528899,Mr. Michael Jones,
2923670636,Whitney Brown,3
3401244595,Michael Williams,3
9663404955,Kayla Strong DDS,2
3076123881,Margaret Olson,
9178141154,Sharon Thompson,
131617809,Michael Robinson,3
9792328141,Virginia Williams,0
2173445387,Shannon Osborne,
4617436041,Joshua Weber,0
6004826155,Karen Walker,
4207203770,Arthur White,2
5687669016,Mario Rivera,0
4692581722,James Simpson,
1726454999,Keith Hall,1
3779464220,Debbie Blair,
3826013,Meredith Johnson,0
1854362027,Chad Gonzales MD,3
1156373041,Anne Hughes,1
6214492558,Angela Carroll,1
949042311,Javier Cantrell,2
6840481085,Mark Sullivan,2
4675860986,Lee Woods,
5395365834,Natalie Morgan,
3790801860,Rodney Obrien,
8648661449,Angela Ross,
7257459754,Kayla Moore,3
1348768089,Diane Hancock,0
8594229065,Andrew Baker,0
4405753886,Cynthia Herman,1
6261512445,Randall Nash,3
8336981675,Thomas Williams,
3178579357,Christopher Reyes,0
7061852433,Allison Martin,0
6919477179,Annette Gray,0
3187504682,Tiffany Martin,
6898783934,Jennifer Watson,1
4109627484,Jamie Best,2
2182420886,Kenneth Johnson,2
1322435618,Daniel Anderson,
3313812478,Joshua Pierce,1
8195762767,Cynthia Mendez,
5463877713,Daniel Wiggins DDS,
3012651746,John Rodriguez,0
8605096431,Tina Cantu,1
3840169373,Natalie Cantu,
9136367536,Brett Murphy,1
6472949873,Kathryn Castro,0
9392896162,George Cooper,0
4959611649,Jason Lopez,1
5790416463,Laura Taylor,1
8346393599,Dominique Wilson,0
6171827061,Sue Rivera,0
3760278006,Laura Weber,
9821625526,Michael Berg,1
5772988373,Gina Williams,
7786080474,Gail Lloyd,0
3312199153,Rebecca Schneider,0
278924869,Anthony Chapman,0
9345221812,Matthew Lara,
8316581022,Carlos Green,0
1231392312,Timothy Huang,
7156333284,Mary Hensley,0
4544795475,Joseph Santana,1
1241296899,Kelly Buchanan,
8860785290,Emily Price,4
3287534359,Joseph Beard,1
5013569802,Michael Smith,0
313364848,Kayla Baker,1
7705341359,Cheryl Edwards,1
4592576129,Terry Mann,
1680949364,Nicole Boyle,1
9924231623,Robert Sparks,
6224251896,Gabriel Williams,
1974241463,Micheal Cortez,1
6062911956,Francis Jones,0
8129934781,Tammy Costa,0
6177978138,Linda Buchanan,1
5221691012,Victoria Collins,
4413712127,Daniel Woodard MD,0
8449005251,Heather Adams,
479616232,John Carter,2
7046148737,Karen Perry,2
6879384994,Isabel Giles,0
7177332027,Donna White,1
8633299533,Kenneth Fisher,
687050681,Jacob Petersen,1
6963848734,Wayne Peters,1
7430747231,Kimberly Scott,3
5072131193,Joshua Bailey,
6082281035,James Benitez,2
6227187370,Jimmy Bernard,
57152174,Joy Klein,1
245333961,Martha Cooper,0
3027110074,Nicholas Willis,0
5183159005,Linda Jackson,
600079148,Cynthia Rios,0
6975345719,William Goodman,
6549107069,Shaun Ballard,2
286850740,Russell Jones,
739126465,Eric Jones,4
2618778530,Stephen Harrison,
4910438569,Henry White,2
4841548344,James Johnson,1
9809240818,Matthew Carroll,
5983910947,Brandon Brown,0
2224085523,Sydney Sexton,2
2952501841,Adam Lynn,1
8090764393,Katelyn Arias,
3502132110,Jessica Harmon,
8956013042,Gregory Porter,2
1194771556,Dorothy York,
9278054126,William King,1
6744493619,Michael Osborne,2
7075271091,Crystal Bradshaw,3
2758234228,Alyssa Smith,2
3338585617,Robert Potter,0
8254016462,David Sullivan,0
7160754307,Lydia Santiago,
4186867265,Amanda Saunders,
3954790708,Daniel Mcguire,0
7827483900,Stephanie Woods,
8141623092,Douglas Reyes,0
2621724895,Lisa Savage,1
7895125611,Kayla Martinez,
710970112,Lisa Montgomery,0
7599188036,Melissa Wallace,
4194379675,Patrick Delgado,0
5598350746,Charles Vaughan,
2650222243,Susan Carpenter,0
9309010842,Tammy Davis,
6825685314,Arthur Sawyer,
2710905389,Margaret Stewart,0
4618546111,Phillip Young,5
9538204646,Cathy Miller MD,1
1935806767,Caleb Jackson,1
5344632046,Diana Simmons,2
875482478,Jay Sanchez,4
8486324259,Kristin Nichols,
9956796631,Amanda Carter,1
1626051265,Michael Davis,1
7139866704,Jason Bryant,
1610556994,Peter Jordan,
966760202,Rebekah Walters,0
6101807799,Stephanie Hodges,1
7693354760,Caitlin Harris,5
2260900434,Christopher Acosta,0
9366056442,Lori Graham,2
9042543478,Nicole Avery,1
3137753590,David Stephens,4
2866785368,Barbara Jones,2
9460046836,Reginald Jackson,
100382689,Courtney King,
4935389577,Lori Bonilla,
7406920534,Timothy Baldwin,0
627481213,Benjamin Martinez,0
6957821111,Aaron Hunter,0
3202641632,Amy Moreno,5
9472379287,Amy Lee,1
3211868797,Lawrence Marshall,3
3210568487,Anthony Lewis,
3177294298,William Rodriguez,
2758980958,Rhonda Moss,1
8261372081,Julian Morris,0
3821200552,Angel Randall,0
2182920324,Omar Sanders,
1197927822,Christopher Murillo DDS,
3804475829,Janice Garcia,2
4383433794,Danielle Snyder,1
8210177731,Ashley Bass,2
4870370050,Hayden Thomas,1
1408808474,Jordan Fields,1
5391648105,Robin Rivas,0
6355153762,Kimberly Jones,1
2867549678,Carrie Fleming,
6121666929,Breanna Ward,
4479765626,Adam Walker,0
7001589619,Dennis Graham,0
3384758283,Rebecca Navarro,3
8924421654,Kenneth Miller,0
6417798464,Stephanie Gonzalez,0
6132046333,Charles Green,1
3219551147,Vanessa Mccoy,0
3834324985,Felicia Long,1
2262886499,Shaun Russo,0
7001947390,Shannon Castillo,
8469657623,Terry Miles,
8840675895,Rebecca Orozco,1
9468439037,Elizabeth Sullivan,1
1536516864,Jason Conway,0
3377164081,Denise Henderson,2
6762297725,Noah Brown,1
4282990947,Sue Coleman,2
7863089325,Benjamin Thompson,0
4442099996,Pamela Fleming,1
7681005646,Joseph Davenport,1
3635112055,Amy Hall,
1003273331,Jorge Diaz,1
8016070907,Natalie Spencer,5
5480640559,Jessica Rodriguez,
6249982820,Darrell Martin,2
6310203891,Jackie Dalton,2
7675363023,Douglas Arnold,
4482616075,William Smith,3
6143693094,Emily Copeland,
531429732,Stephen Coleman,1
4776365785,Tamara Oconnor,0
6913233897,Melinda Meyers,3
305449946,Ryan Mullins,
1268025509,James Welch,2
5695902359,Aaron Rodriguez,1
1720893669,Tyler Allen,1
3564190182,Jeremiah Welch,
8269308363,Lisa Bradley,0
3452600252,Leslie Chapman,3
2544367371,Misty Flores,4
7240903108,Danielle Sims,0
3818064590,Vanessa Johnson,0
9885268939,Michael Hodges,
3294497337,Stacy Ellis,0
7799042054,Elizabeth Baker,2
6992576213,Mark Hernandez,0
3928807380,Jennifer Miller,2
1284173066,James Decker,1
5057294563,Garrett Robertson,
4031428599,Mark Sanchez,0
5277944544,Jessica Hale,1
7793654517,Erin Jordan,1
8511827974,Robert Brown,
4919490509,Jacob Pope,1
9621290353,Rebecca Jennings,1
6044092235,Michael Garcia,2
1429955890,Ricky Becker,1
6880502841,Mr. Raymond Bartlett,
2430529528,Michael Harris,
3194081458,Wesley Estes,3
9532526491,Ms. Colleen Myers DDS,0
2452419342,Karen White,3
6410178261,Richard Thornton,0
3827473569,Tara Lowe,1
7065410479,Matthew Martin,2
5194737293,Jeffrey Chavez,0
9619112277,Emily Gonzalez,2
4311099664,David Graham,
6096933398,Sarah Key,4
8997600142,Kimberly Tanner,1
8760066349,Bernard House,3
6167099746,Jacqueline Thompson,2
69275732,Christian Roth,
820703287,Rodney English,
7984627716,Connor Campbell,0
7069385323,Travis Kelly MD,0
862326852,Jose Fox,0
7766792170,Corey Wong,0
7694316738,Deborah Booth,0
2425772620,Ashley King,0
1314542742,Sierra Burke,3
1111139334,Eduardo Jackson DVM,
2792917143,Christopher George,0
985365388,Darlene Hunter DDS,0
6054498723,Eric Gonzalez,0
1314281774,Sharon Townsend,
9692370063,Betty Sanders,0
9051982686,Dale Warren,0
4864188568,Nicholas Morton,1
5079332130,Christopher Moody,
2247834815,Wendy Stuart,
7487251094,Joseph Holland,0
857006777,Anthony Phillips,3
6471546876,Christopher Wilson,1
8459996362,Denise Moore,4
1501813477,Nicole West,0
8014935483,Sherri Hancock,2
1861859381,Robert Taylor,1
8176913487,Jacqueline Lawson,
3896515644,Monica James,1
5809175442,Jennifer Davis,2
5140867293,David Lynch,
3639550025,James Zimmerman,0
2146206372,Martin Sullivan,1
5083048739,Andrea Lambert,3
5431837077,Brandi Black,
60233571,Kimberly Compton,
9571364398,Amanda White,2
2597884433,Jacqueline Parker,
9540823836,Amy Lewis,
6429558036,Jack Miles Jr.,
4980072911,Tiffany Lewis,2
3222568501,Maria Palmer,
1074102692,Sabrina Williams,0
2416075565,Paul Thompson,0
5890873308,Mark Schmitt MD,1
3360708198,Nicole Smith,0
8341401371,Timothy Gibson,
5065990510,Kristie Leonard,5
1138950406,Susan Lopez,
4078863166,Amy Reyes,2
6248264840,Gerald Taylor,
8456550187,Annette Good,2
6744492406,Lauren Thomas,2
4112256138,Caroline Bowen,2
7622130664,Beth Butler,
8107886737,Cynthia Richardson,2
179960168,Misty Hawkins,0
8149587847,Kelly Lawson,1
129542171,Timothy Garcia,1
9794015401,Angel Ramirez,0
9941760546,Julia Peterson,
7869614941,Chelsea Porter,
9311572733,Jon Butler,1
3559797344,Paul Lee,
2646576866,Alison Miller,
2122050034,Meagan Mayer,3
4751080348,Jeffery Moore,
6383121222,Colleen Moore,0
3797098514,Jacob Campos,0
7133651970,Mark Welch,1
2521113167,Sherri Richardson,1
3172727602,Cory Gallegos,
5185271637,Sean Young,2
7689086040,Sandra Olson,0
9958657206,Elizabeth Romero,1
6854476080,Kelly Wells MD,
4481881718,Katherine Wise,
341388763,Henry Haynes,0
4093461811,Mark Conner,1
6805642171,George Bush,
3559655696,Amy Perez,1
7472208232,Patrick Carter,4
6944994998,Victoria Williamson,
5758783833,Michael Krueger,
1603582938,Scott Rosales,3
1848748472,Brianna Reynolds,1
7472804319,Rebecca Bradley,0
2576330388,Sheena Floyd,1
1317850671,Norman Hardin,1
2364608653,Robert Gray,
3735710510,William Johnston,
9188295910,Yolanda Jones,2
5437147069,Joseph Rios,2
5218458735,Katherine Jones,
5658950514,Amber Summers,3
9419715932,Kristy Hancock,0
4428914291,Alexander Lowe,3
423763364,Elizabeth Peters,
8033407684,Christine Roberts,2
1275212029,Daniel Green,0
7507255389,Cameron Webb,
3068807166,Stephen Perez,
5506632838,Justin Hess,3
7259700275,David Moore,3
3924189027,Caitlyn Garrison,
8396652622,Christina Mccoy,
3290252067,Joseph Levy DDS,3
4898296667,Patricia Ball,
1023935017,Mr. Marcus Woodard MD,
86884659,John Vargas,
7609476114,Sandra Vega,1
6732307773,Sharon Hoffman,
8407579639,Dominic Harris,
1723747207,Dale Jackson,1
7337481469,Jeff Hubbard,
6122204960,Stephanie Mccoy,
5672692449,Jessica Gray,2
7175604203,Lee Monroe,
2344864424,Henry Lopez,1
8934584344,Eric Parker,
1944695316,Richard Miller,
2856232927,Cesar Love,3
7538807046,Kathleen Ruiz,1
7880276772,Corey Torres,2
2074807199,Amy Marsh,4
9724846690,Steven Scott,5
6733583315,Marissa Short,0
2413307169,Crystal Ward,
7608183591,Christina Campbell,3
9794022476,Brittany Bowers,0
8278069328,Robyn Ellis,1
5467652406,Marc Ramos,
7377711212,Erin Steele DVM,1
2918250286,Patricia Boyd,3
